2017-09-15 11:26:06 INFO  Search_an_item:27 - Executing the test case GB_01 With Order 1.0 For search Item ######
2017-09-15 11:26:36 INFO  Search_an_item:36 - Passed as Actual Result Your search "######" did not match any products. with Search Item ######
2017-09-15 11:26:37 INFO  Search_an_item:27 - Executing the test case GB_01 With Order 2.0 For search Item @@@@@
2017-09-15 11:26:38 INFO  Search_an_item:36 - Passed as Actual Result Your search "@@@@@" did not match any products. with Search Item @@@@@
2017-09-15 11:26:38 INFO  Search_an_item:57 - Executing the test case GB_02 With Order 1.0 For search Item Reebok Shoes
2017-09-15 11:26:59 INFO  Search_an_item:57 - Executing the test case GB_03 With Order 1.0 For search Item JBL Speakers
2017-09-15 11:31:58 INFO  Search_an_item:27 - Executing the test case GB_01 With Order 1.0 For search Item ######
2017-09-15 11:32:07 INFO  Search_an_item:36 - Passed as Actual Result Your search "######" did not match any products. with Search Item ######
2017-09-15 11:32:08 INFO  Search_an_item:27 - Executing the test case GB_01 With Order 2.0 For search Item @@@@@
2017-09-15 11:32:09 INFO  Search_an_item:36 - Passed as Actual Result Your search "@@@@@" did not match any products. with Search Item @@@@@
2017-09-15 11:32:09 INFO  Search_an_item:57 - Executing the test case GB_02 With Order 1.0 For search Item Reebok Shoes
2017-09-15 11:32:30 INFO  Search_an_item:57 - Executing the test case GB_03 With Order 1.0 For search Item JBL Speakers
2017-09-15 11:38:21 INFO  Search_an_item:27 - Executing the test case GB_01 With Order 1.0 For search Item ######
2017-09-15 11:38:30 INFO  Search_an_item:36 - Passed as Actual Result Your search "######" did not match any products. with Search Item ######
2017-09-15 11:38:31 INFO  Search_an_item:27 - Executing the test case GB_01 With Order 2.0 For search Item @@@@@
2017-09-15 11:38:32 INFO  Search_an_item:36 - Passed as Actual Result Your search "@@@@@" did not match any products. with Search Item @@@@@
2017-09-15 11:38:32 INFO  Search_an_item:57 - Executing the test case GB_02 With Order 1.0 For search Item Reebok Shoes
2017-09-15 11:38:53 INFO  Search_an_item:57 - Executing the test case GB_03 With Order 1.0 For search Item JBL Speakers
2017-09-15 11:45:25 INFO  Search_an_item:27 - Executing the test case GB_01 With Order 1.0 For search Item ######
2017-09-15 11:45:55 INFO  Search_an_item:27 - Executing the test case GB_01 With Order 2.0 For search Item @@@@@
2017-09-15 11:46:16 INFO  Search_an_item:57 - Executing the test case GB_02 With Order 1.0 For search Item Reebok Shoes
2017-09-15 11:46:19 INFO  Search_an_item:72 - Failed as Actual Result 1-48 of 839 results for Shoes & Handbags : Shoes : Men's Shoes : Sport Shoes :
"Reebok Shoes"  with Search Item Reebok Shoes
2017-09-15 11:46:20 INFO  Search_an_item:57 - Executing the test case GB_03 With Order 1.0 For search Item JBL Speakers
2017-09-15 11:46:24 INFO  Search_an_item:72 - Failed as Actual Result 1-24 of 104 results for Electronics : Home Audio : Speakers :
"JBL Speakers"  with Search Item JBL Speakers
2017-09-15 11:46:24 INFO  Search_an_item:57 - Executing the test case GB_04 With Order 1.0 For search Item Water Bottels
2017-09-15 11:46:26 INFO  Search_an_item:72 - Failed as Actual Result 1-16 of 2,16,051 results for "water bottles" with Search Item Water Bottels
